review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
"Sistem verifikasi yang sangat aneh dan tidak transparan. 2 akun saya dibatasi hingga putus akses, verifikasi tidak pernah berhasil, serta tidak ada kejelasan dari pihak Linked in. SAYA MANUSIA BUKAN ROBOT, HARAP LAYANI DENGAN MANUSIA JUGA. ROBOT TIDAK MEMBERIKAN SOLUSI.",negatif,2024-07-23,2024,sistem verifikasi yang sangat aneh dan tidak transparan akun saya dibatasi hingga putus akses verifikasi tidak pernah berhasil serta tidak ada kejelasan dari pihak linked in saya manusia bukan robot harap layani dengan manusia juga robot tidak memberikan solusi,40,39,sistem verifikasi yang sangat aneh dan tidak transparan akun saya dibatasi hingga putus akses verifikasi tidak pernah berhasil serta tidak ada kejelasan dari pihak linked in saya manusia bukan robot harap layani dengan manusia juga robot tidak memberikan solusi,39,39,"['sistem', 'verifikasi', 'yang', 'sangat', 'aneh', 'dan', 'tidak', 'transparan', 'akun', 'saya', 'dibatasi', 'hingga', 'putus', 'akses', 'verifikasi', 'tidak', 'pernah', 'berhasil', 'serta', 'tidak', 'ada', 'kejelasan', 'dari', 'pihak', 'linked', 'in', 'saya', 'manusia', 'bukan', 'robot', 'harap', 'layani', 'dengan', 'manusia', 'juga', 'robot', 'tidak', 'memberikan', 'solusi']","['sistem', 'verifikasi', 'aneh', 'tidak', 'transparan', 'akun', 'dibatasi', 'putus', 'akses', 'verifikasi', 'tidak', 'berhasil', 'tidak', 'kejelasan', 'linked', 'in', 'manusia', 'robot', 'harap', 'layani', 'manusia', 'robot', 'tidak', 'solusi']",39,24,15,sistem verifikasi aneh tidak transparan akun batas putus akses verifikasi tidak hasil tidak jelas linked in manusia robot harap layan manusia robot tidak solusi,24,24
"Gak bisa login tiba tiba keluar, kalau buat verifikasi yang benar napa, apalagi yang gambar gk jelas udh milih yang hadap ke atas salah mulu",negatif,2024-08-18,2024,gak bisa login tiba tiba keluar kalau buat verifikasi yang benar napa apalagi yang gambar gk jelas udh milih yang hadap ke atas salah mulu,25,25,tidak bisa login tiba tiba keluar kalau buat verifikasi yang benar napa apalagi yang gambar tidak jelas sudah memilih yang hadap ke atas salah mulu,25,25,"['tidak', 'bisa', 'login', 'tiba', 'tiba', 'keluar', 'kalau', 'buat', 'verifikasi', 'yang', 'benar', 'napa', 'apalagi', 'yang', 'gambar', 'tidak', 'jelas', 'sudah', 'memilih', 'yang', 'hadap', 'ke', 'atas', 'salah', 'mulu']","['tidak', 'login', 'verifikasi', 'napa', 'gambar', 'tidak', 'memilih', 'hadap', 'salah', 'mulu']",25,10,15,tidak login verifikasi napa gambar tidak pilih hadap salah mulu,10,10
"verifikasi nya kenapa sih, udah pake ktp juga tapi selalu ga bisa padahal fotonya udah jelas. akun udah ke banned 4 kali ga bisa log in lagi gara-gara verifikasi nya menyusahkan.",negatif,2024-08-27,2024,verifikasi nya kenapa sih udah pake ktp juga tapi selalu ga bisa padahal fotonya udah jelas akun udah ke banned kali ga bisa log in lagi gara gara verifikasi nya menyusahkan,31,31,verifikasi nya kenapa sih sudah pakai ktp juga tapi selalu tidak bisa padahal fotonya sudah jelas akun sudah ke banned kali tidak bisa log in lagi gara gara verifikasi nya menyusahkan,31,31,"['verifikasi', 'nya', 'kenapa', 'sih', 'sudah', 'pakai', 'ktp', 'juga', 'tapi', 'selalu', 'tidak', 'bisa', 'padahal', 'fotonya', 'sudah', 'jelas', 'akun', 'sudah', 'ke', 'banned', 'kali', 'tidak', 'bisa', 'log', 'in', 'lagi', 'gara', 'gara', 'verifikasi', 'nya', 'menyusahkan']","['verifikasi', 'nya', 'sih', 'pakai', 'ktp', 'tidak', 'fotonya', 'akun', 'banned', 'kali', 'tidak', 'log', 'in', 'gara', 'gara', 'verifikasi', 'nya', 'menyusahkan']",31,18,13,verifikasi nya sih pakai ktp tidak foto akun banned kali tidak log in gara gara verifikasi nya susah,18,18
"Ketika pendaftaran,verifikasi selalu salah gambar yang manapun dipilih tetap bakal salah,mohon perbaikannya🙏",negatif,2024-08-28,2024,ketika pendaftaran verifikasi selalu salah gambar yang manapun dipilih tetap bakal salah mohon perbaikannya,12,14,ketika pendaftaran verifikasi selalu salah gambar yang manapun dipilih tetap bakal salah mohon perbaikannya,14,14,"['ketika', 'pendaftaran', 'verifikasi', 'selalu', 'salah', 'gambar', 'yang', 'manapun', 'dipilih', 'tetap', 'bakal', 'salah', 'mohon', 'perbaikannya']","['pendaftaran', 'verifikasi', 'salah', 'gambar', 'manapun', 'dipilih', 'salah', 'mohon', 'perbaikannya']",14,9,5,daftar verifikasi salah gambar mana pilih salah mohon baik,9,9
"Aplikasi makin sering update makin berat, sistem UI nya kurang bagus, terkadang waktu buka lama, dan search koneksi, makin lama app bazel handle hilang sendiri, terkadang buka profile lelet banget, gabisa buka, loading mulu parah sih, padahal buka app lain dan cek kecepatan koneksi internet stabil!!!",negatif,2024-04-25,2024,aplikasi makin sering update makin berat sistem ui nya kurang bagus terkadang waktu buka lama dan search koneksi makin lama app bazel handle hilang sendiri terkadang buka profile lelet banget gabisa buka loading mulu parah sih padahal buka app lain dan cek kecepatan koneksi internet stabil,46,46,aplikasi makin sering diperbarui makin berat sistem ui nya kurang bagus terkadang waktu buka lama dan search koneksi makin lama aplikasi bazel handle hilang sendiri terkadang buka profile lelet banget tidak bisa buka loading mulu parah sih padahal buka aplikasi lain dan cek kecepatan koneksi internet stabil,46,47,"['aplikasi', 'makin', 'sering', 'diperbarui', 'makin', 'berat', 'sistem', 'ui', 'nya', 'kurang', 'bagus', 'terkadang', 'waktu', 'buka', 'lama', 'dan', 'search', 'koneksi', 'makin', 'lama', 'aplikasi', 'bazel', 'handle', 'hilang', 'sendiri', 'terkadang', 'buka', 'profile', 'lelet', 'banget', 'tidak', 'bisa', 'buka', 'loading', 'mulu', 'parah', 'sih', 'padahal', 'buka', 'aplikasi', 'lain', 'dan', 'cek', 'kecepatan', 'koneksi', 'internet', 'stabil']","['aplikasi', 'diperbarui', 'berat', 'sistem', 'ui', 'nya', 'bagus', 'terkadang', 'buka', 'search', 'koneksi', 'aplikasi', 'bazel', 'handle', 'hilang', 'terkadang', 'buka', 'profile', 'lelet', 'banget', 'tidak', 'buka', 'loading', 'mulu', 'parah', 'sih', 'buka', 'aplikasi', 'cek', 'kecepatan', 'koneksi', 'internet', 'stabil']",47,33,14,aplikasi baru berat sistem ui nya bagus terkadang buka search koneksi aplikasi bazel handle hilang terkadang buka profile lelet banget tidak buka loading mulu parah sih buka aplikasi cek cepat koneksi internet stabil,33,33
"Kok apk nya pas ngedeteksi bot bermasalah ya, pengecekannya botnya, ada lima tahap yang keempat pertama mau pencet apapun oke, tapi yang kelima udah benar tapi kok salah",negatif,2024-08-08,2024,kok apk nya pas ngedeteksi bot bermasalah ya pengecekannya botnya ada lima tahap yang keempat pertama mau pencet apapun oke tapi yang kelima udah benar tapi kok salah,28,28,kok aplikasi nya pas ngedeteksi bot bermasalah ya pengecekannya botnya ada lima tahap yang keempat pertama mau tekan apapun oke tapi yang kelima sudah benar tapi kok salah,28,28,"['kok', 'aplikasi', 'nya', 'pas', 'ngedeteksi', 'bot', 'bermasalah', 'ya', 'pengecekannya', 'botnya', 'ada', 'lima', 'tahap', 'yang', 'keempat', 'pertama', 'mau', 'tekan', 'apapun', 'oke', 'tapi', 'yang', 'kelima', 'sudah', 'benar', 'tapi', 'kok', 'salah']","['aplikasi', 'nya', 'pas', 'ngedeteksi', 'bot', 'bermasalah', 'ya', 'pengecekannya', 'botnya', 'tahap', 'keempat', 'tekan', 'apapun', 'oke', 'salah']",28,15,13,aplikasi nya pas ngedeteksi bot masalah ya kece bot tahap empat tekan apa oke salah,15,15
"Mau, log in di perangkat baru aja susah. Verifikasi ribet gambar kambing sapi segala macem. Udah bolak balik verifikasi, gagal terus pas masukin capta hewan.",negatif,2024-08-06,2024,mau log in di perangkat baru aja susah verifikasi ribet gambar kambing sapi segala macem udah bolak balik verifikasi gagal terus pas masukin capta hewan,25,25,mau log in di perangkat baru saja susah verifikasi rumit gambar kambing sapi segala macem sudah bolak balik verifikasi gagal terus pas masukkan capta hewan,25,25,"['mau', 'log', 'in', 'di', 'perangkat', 'baru', 'saja', 'susah', 'verifikasi', 'rumit', 'gambar', 'kambing', 'sapi', 'segala', 'macem', 'sudah', 'bolak', 'balik', 'verifikasi', 'gagal', 'terus', 'pas', 'masukkan', 'capta', 'hewan']","['log', 'in', 'perangkat', 'susah', 'verifikasi', 'rumit', 'gambar', 'kambing', 'sapi', 'macem', 'bolak', 'verifikasi', 'gagal', 'pas', 'masukkan', 'capta', 'hewan']",25,17,8,log in perangkat susah verifikasi rumit gambar kambing sapi macem bolak verifikasi gagal pas masuk capta hewan,17,17
"Heran suka banget log out sendiri, buat masuk juga ribet lagi, aneh, padahal email sama password udah bener tapi proses verifikasinya ribett",negatif,2024-08-04,2024,heran suka banget log out sendiri buat masuk juga ribet lagi aneh padahal email sama password udah bener tapi proses verifikasinya ribett,22,22,heran suka banget log out sendiri buat masuk juga rumit lagi aneh padahal email sama password sudah benar tapi proses verifikasinya rumit,22,22,"['heran', 'suka', 'banget', 'log', 'out', 'sendiri', 'buat', 'masuk', 'juga', 'rumit', 'lagi', 'aneh', 'padahal', 'email', 'sama', 'password', 'sudah', 'benar', 'tapi', 'proses', 'verifikasinya', 'rumit']","['heran', 'suka', 'banget', 'log', 'out', 'masuk', 'rumit', 'aneh', 'email', 'password', 'proses', 'verifikasinya', 'rumit']",22,13,9,heran suka banget log out masuk rumit aneh email password proses verifikasi rumit,13,13
"padahal gaada niatan mau berlangganan dipencet berlangganan pun engga,kenapa tiba tiba saldo dana kesedot untuk berlangganan mana lumayan gede lagi dengan nominal Rp.1.116.078,tolong lah ya min kalau bisa tolong dibalikin,saya sudah mencoba untuk dikembalikan dan proses pembatalan belum juga ada respon haduhh gimana ini",negatif,2024-07-26,2024,padahal gaada niatan mau berlangganan dipencet berlangganan pun engga kenapa tiba tiba saldo dana kesedot untuk berlangganan mana lumayan gede lagi dengan nominal rp tolong lah ya min kalau bisa tolong dibalikin saya sudah mencoba untuk dikembalikan dan proses pembatalan belum juga ada respon haduhh gimana ini,44,47,padahal tidak ada niatan mau berlangganan dipencet berlangganan pun tidak kenapa tiba tiba saldo dana kesedot untuk berlangganan mana lumayan gede lagi dengan nominal rp tolong lah ya minimal kalau bisa tolong dikembalikan saya sudah mencoba untuk dikembalikan dan proses pembatalan belum juga ada respons haduhh bagaimana ini,47,48,"['padahal', 'tidak', 'ada', 'niatan', 'mau', 'berlangganan', 'dipencet', 'berlangganan', 'pun', 'tidak', 'kenapa', 'tiba', 'tiba', 'saldo', 'dana', 'kesedot', 'untuk', 'berlangganan', 'mana', 'lumayan', 'gede', 'lagi', 'dengan', 'nominal', 'rp', 'tolong', 'lah', 'ya', 'minimal', 'kalau', 'bisa', 'tolong', 'dikembalikan', 'saya', 'sudah', 'mencoba', 'untuk', 'dikembalikan', 'dan', 'proses', 'pembatalan', 'belum', 'juga', 'ada', 'respons', 'haduhh', 'bagaimana', 'ini']","['tidak', 'niatan', 'berlangganan', 'dipencet', 'berlangganan', 'tidak', 'saldo', 'dana', 'kesedot', 'berlangganan', 'lumayan', 'gede', 'nominal', 'rp', 'tolong', 'ya', 'minimal', 'tolong', 'dikembalikan', 'mencoba', 'dikembalikan', 'proses', 'pembatalan', 'respons', 'haduhh']",48,25,23,tidak niat langgan pencet langgan tidak saldo dana sedot langgan lumayan gede nominal rp tolong ya minimal tolong kembali coba kembali proses batal respons haduhh,25,25
"Aplikasinya terlalu rumit dan terkesan menyulitkan, kita selalu di arahkan ke berbagai web untuk mengisi data ulang dan selalu upload berulang2. Pusing",negatif,2024-07-17,2024,aplikasinya terlalu rumit dan terkesan menyulitkan kita selalu di arahkan ke berbagai web untuk mengisi data ulang dan selalu upload berulang pusing,22,22,aplikasi nya terlalu rumit dan terkesan menyulitkan kita selalu di arahkan ke berbagai web untuk mengisi data ulang dan selalu unggah berulang pusing,22,23,"['aplikasi', 'nya', 'terlalu', 'rumit', 'dan', 'terkesan', 'menyulitkan', 'kita', 'selalu', 'di', 'arahkan', 'ke', 'berbagai', 'web', 'untuk', 'mengisi', 'data', 'ulang', 'dan', 'selalu', 'unggah', 'berulang', 'pusing']","['aplikasi', 'nya', 'rumit', 'terkesan', 'menyulitkan', 'arahkan', 'web', 'mengisi', 'data', 'ulang', 'unggah', 'berulang', 'pusing']",23,13,10,aplikasi nya rumit kes sulit arah web isi data ulang unggah ulang pusing,13,13
"Apk aneh nih linkedin, Susah amat mau verivikasi login aja, udah nebak gambar yg menghadap ke atas semua tetep gak bisa. Mau nyari kerja aja di persulit t*i",negatif,2024-07-29,2024,apk aneh nih linkedin susah amat mau verivikasi login aja udah nebak gambar yg menghadap ke atas semua tetep gak bisa mau nyari kerja aja di persulit t i,28,29,aplikasi aneh nih linkedin susah amat mau verivikasi login saja sudah nebak gambar yang menghadap ke atas semua tetap tidak bisa mau mencari kerja saja di persulit t i,29,29,"['aplikasi', 'aneh', 'nih', 'linkedin', 'susah', 'amat', 'mau', 'verivikasi', 'login', 'saja', 'sudah', 'nebak', 'gambar', 'yang', 'menghadap', 'ke', 'atas', 'semua', 'tetap', 'tidak', 'bisa', 'mau', 'mencari', 'kerja', 'saja', 'di', 'persulit', 't', 'i']","['aplikasi', 'aneh', 'nih', 'linkedin', 'susah', 'verivikasi', 'login', 'nebak', 'gambar', 'menghadap', 'tidak', 'mencari', 'kerja', 'persulit', 't', 'i']",29,16,13,aplikasi aneh nih linkedin susah verivikasi login nebak gambar hadap tidak cari kerja sulit t i,16,16
"Ini LinkedIn nya bagaimana sih belum apa-apa sudah log out, terus verivikasi terus, udah verifikasi gagal sudah upload yang diminta juga gak bisa.... Kok makin aneh",negatif,2024-06-27,2024,ini linkedin nya bagaimana sih belum apa apa sudah log out terus verivikasi terus udah verifikasi gagal sudah upload yang diminta juga gak bisa kok makin aneh,26,27,ini linkedin nya bagaimana sih belum apa apa sudah log out terus verivikasi terus sudah verifikasi gagal sudah unggah yang diminta juga tidak bisa kok makin aneh,27,27,"['ini', 'linkedin', 'nya', 'bagaimana', 'sih', 'belum', 'apa', 'apa', 'sudah', 'log', 'out', 'terus', 'verivikasi', 'terus', 'sudah', 'verifikasi', 'gagal', 'sudah', 'unggah', 'yang', 'diminta', 'juga', 'tidak', 'bisa', 'kok', 'makin', 'aneh']","['linkedin', 'nya', 'sih', 'log', 'out', 'verivikasi', 'verifikasi', 'gagal', 'unggah', 'tidak', 'aneh']",27,11,16,linkedin nya sih log out verivikasi verifikasi gagal unggah tidak aneh,11,11
"Aplikasi aneh dan gak jelas, Padahal saya sudah melakukan verif data, katanya tunggu 24 jam di acc,, tapi sampe sekarang blom juga di acc.. ADMIN DAN PENGURUSNYA TIDAK RAMAH,TIDAK GERCEP",negatif,2024-07-27,2024,aplikasi aneh dan gak jelas padahal saya sudah melakukan verif data katanya tunggu jam di acc tapi sampe sekarang blom juga di acc admin dan pengurusnya tidak ramah tidak gercep,30,30,aplikasi aneh dan tidak jelas padahal saya sudah melakukan verif data katanya tunggu jam di acc tapi sampai sekarang belum juga di acc admin dan pengurusnya tidak ramah tidak gerak cepat,30,31,"['aplikasi', 'aneh', 'dan', 'tidak', 'jelas', 'padahal', 'saya', 'sudah', 'melakukan', 'verif', 'data', 'katanya', 'tunggu', 'jam', 'di', 'acc', 'tapi', 'sampai', 'sekarang', 'belum', 'juga', 'di', 'acc', 'admin', 'dan', 'pengurusnya', 'tidak', 'ramah', 'tidak', 'gerak', 'cepat']","['aplikasi', 'aneh', 'tidak', 'verif', 'data', 'tunggu', 'jam', 'acc', 'acc', 'admin', 'pengurusnya', 'tidak', 'ramah', 'tidak', 'gerak', 'cepat']",31,16,15,aplikasi aneh tidak verif data tunggu jam acc acc admin urus tidak ramah tidak gerak cepat,16,16
"Kenapa akun saya mendapatkan pesan akses dibatasi ya? Sudah verifikasi id pakai KTP, isi captcha berulang (ulang terus) tapi masih ngga bisa log in. Pakai g-mail ataupun Facebook juga tidak bisa..",negatif,2024-06-29,2024,kenapa akun saya mendapatkan pesan akses dibatasi ya sudah verifikasi id pakai ktp isi captcha berulang ulang terus tapi masih ngga bisa log in pakai g mail ataupun facebook juga tidak bisa,31,32,kenapa akun saya mendapatkan pesan akses dibatasi ya sudah verifikasi id pakai ktp isi captcha berulang ulang terus tapi masih tidak bisa log in pakai tidak mail ataupun facebook juga tidak bisa,32,32,"['kenapa', 'akun', 'saya', 'mendapatkan', 'pesan', 'akses', 'dibatasi', 'ya', 'sudah', 'verifikasi', 'id', 'pakai', 'ktp', 'isi', 'captcha', 'berulang', 'ulang', 'terus', 'tapi', 'masih', 'tidak', 'bisa', 'log', 'in', 'pakai', 'tidak', 'mail', 'ataupun', 'facebook', 'juga', 'tidak', 'bisa']","['akun', 'pesan', 'akses', 'dibatasi', 'ya', 'verifikasi', 'id', 'pakai', 'ktp', 'isi', 'captcha', 'berulang', 'ulang', 'tidak', 'log', 'in', 'pakai', 'tidak', 'mail', 'facebook', 'tidak']",32,21,11,akun pesan akses batas ya verifikasi id pakai ktp isi captcha ulang ulang tidak log in pakai tidak mail facebook tidak,21,21
"Kalo tidak bisa dibuka itu bagaimana ya min, mohon pencerahanya, dari kemaren nggak bisa dibuka aplikasinya padahal sinyal lancar🙏",negatif,2024-06-25,2024,kalo tidak bisa dibuka itu bagaimana ya min mohon pencerahanya dari kemaren nggak bisa dibuka aplikasinya padahal sinyal lancar,19,19,kalau tidak bisa dibuka itu bagaimana ya minimal mohon pencerahanya dari kemarin tidak bisa dibuka aplikasi nya padahal sinyal lancar,19,20,"['kalau', 'tidak', 'bisa', 'dibuka', 'itu', 'bagaimana', 'ya', 'minimal', 'mohon', 'pencerahanya', 'dari', 'kemarin', 'tidak', 'bisa', 'dibuka', 'aplikasi', 'nya', 'padahal', 'sinyal', 'lancar']","['tidak', 'dibuka', 'ya', 'minimal', 'mohon', 'pencerahanya', 'kemarin', 'tidak', 'dibuka', 'aplikasi', 'nya', 'sinyal', 'lancar']",20,13,7,tidak buka ya minimal mohon pencerahanya kemarin tidak buka aplikasi nya sinyal lancar,13,13
"Woi yang bener aja napa, verifikasi ga normal banget. Udah milih bener masih disalahkan. Kalau ga mau niat bantu, ga usah bikin aplikasi! Aneh.",negatif,2024-08-14,2024,woi yang bener aja napa verifikasi ga normal banget udah milih bener masih disalahkan kalau ga mau niat bantu ga usah bikin aplikasi aneh,24,24,woi yang benar saja napa verifikasi tidak normal banget sudah memilih benar masih disalahkan kalau tidak mau niat bantu tidak usah bikin aplikasi aneh,24,24,"['woi', 'yang', 'benar', 'saja', 'napa', 'verifikasi', 'tidak', 'normal', 'banget', 'sudah', 'memilih', 'benar', 'masih', 'disalahkan', 'kalau', 'tidak', 'mau', 'niat', 'bantu', 'tidak', 'usah', 'bikin', 'aplikasi', 'aneh']","['woi', 'napa', 'verifikasi', 'tidak', 'normal', 'banget', 'memilih', 'disalahkan', 'tidak', 'niat', 'bantu', 'tidak', 'bikin', 'aplikasi', 'aneh']",24,15,9,woi napa verifikasi tidak normal banget pilih salah tidak niat bantu tidak bikin aplikasi aneh,15,15
"Mau login gbisa, selalu di pemeriksaan keamanan, tidak bisa masuk ke akun",negatif,2024-08-21,2024,mau login gbisa selalu di pemeriksaan keamanan tidak bisa masuk ke akun,12,12,mau login gbisa selalu di pemeriksaan keamanan tidak bisa masuk ke akun,12,12,"['mau', 'login', 'gbisa', 'selalu', 'di', 'pemeriksaan', 'keamanan', 'tidak', 'bisa', 'masuk', 'ke', 'akun']","['login', 'gbisa', 'pemeriksaan', 'keamanan', 'tidak', 'masuk', 'akun']",12,7,5,login gbisa periksa aman tidak masuk akun,7,7
"Udah di suruh verifikasi make KTP, di tambah gagal terus pas proses ubah kata sandi, lalu di minta kembali verifikasi, menggunakan KTP. Apakah situs ini, akan menyalahgunakan data2 setiap orang tersebut?",negatif,2024-08-28,2024,udah di suruh verifikasi make ktp di tambah gagal terus pas proses ubah kata sandi lalu di minta kembali verifikasi menggunakan ktp apakah situs ini akan menyalahgunakan data setiap orang tersebut,31,31,sudah di suruh verifikasi make ktp di tambah gagal terus pas proses ubah kata sandi lalu di minta kembali verifikasi menggunakan ktp apakah situs ini akan menyalahgunakan data setiap orang tersebut,31,31,"['sudah', 'di', 'suruh', 'verifikasi', 'make', 'ktp', 'di', 'tambah', 'gagal', 'terus', 'pas', 'proses', 'ubah', 'kata', 'sandi', 'lalu', 'di', 'minta', 'kembali', 'verifikasi', 'menggunakan', 'ktp', 'apakah', 'situs', 'ini', 'akan', 'menyalahgunakan', 'data', 'setiap', 'orang', 'tersebut']","['suruh', 'verifikasi', 'make', 'ktp', 'gagal', 'pas', 'proses', 'ubah', 'sandi', 'verifikasi', 'ktp', 'situs', 'menyalahgunakan', 'data', 'orang']",31,15,16,suruh verifikasi make ktp gagal pas proses ubah sandi verifikasi ktp situs menyalahgunakan data orang,15,15
Kenapa sih login aja sulit. Cek keamanan tapi satu jam di tungguin pun gk muncul muncul. Perbaiki dong. Biar kutmbh bintangnya,negatif,2024-07-27,2024,kenapa sih login aja sulit cek keamanan tapi satu jam di tungguin pun gk muncul muncul perbaiki dong biar kutmbh bintangnya,21,21,kenapa sih login saja sulit cek keamanan tapi satu jam di tungguin pun tidak muncul muncul perbaikan dong biar kutmbh bintangnya,21,21,"['kenapa', 'sih', 'login', 'saja', 'sulit', 'cek', 'keamanan', 'tapi', 'satu', 'jam', 'di', 'tungguin', 'pun', 'tidak', 'muncul', 'muncul', 'perbaikan', 'dong', 'biar', 'kutmbh', 'bintangnya']","['sih', 'login', 'sulit', 'cek', 'keamanan', 'jam', 'tungguin', 'tidak', 'muncul', 'muncul', 'perbaikan', 'biar', 'kutmbh', 'bintangnya']",21,14,7,sih login sulit cek aman jam tungguin tidak muncul muncul baik biar kutmbh bintang,14,14
"Walau gak membantu dapat kerja, setidaknya bagus buat wadah personal branding",positif,2024-08-28,2024,walau gak membantu dapat kerja setidaknya bagus buat wadah personal branding,11,11,walau tidak membantu dapat kerja setidaknya bagus buat wadah personal branding,11,11,"['walau', 'tidak', 'membantu', 'dapat', 'kerja', 'setidaknya', 'bagus', 'buat', 'wadah', 'personal', 'branding']","['tidak', 'membantu', 'kerja', 'bagus', 'wadah', 'personal', 'branding']",11,7,4,tidak bantu kerja bagus wadah personal branding,7,7
"Aplikasi sampah, padahal penting banget loh. Ini coba login akun lagi, tapi terkendala proses verif security check nya (yanh gambar kuda gak jelas). Dicoba selalu gagal, padahal udah sesuai arahan dan benar. Blokkk",negatif,2024-03-23,2024,aplikasi sampah padahal penting banget loh ini coba login akun lagi tapi terkendala proses verif security check nya yanh gambar kuda gak jelas dicoba selalu gagal padahal udah sesuai arahan dan benar blokkk,33,33,aplikasi sampah padahal penting banget loh ini coba login akun lagi tapi terkendala proses verif security cek nya yanh gambar kuda tidak jelas dicoba selalu gagal padahal sudah sesuai arahan dan benar blokkk,33,33,"['aplikasi', 'sampah', 'padahal', 'penting', 'banget', 'loh', 'ini', 'coba', 'login', 'akun', 'lagi', 'tapi', 'terkendala', 'proses', 'verif', 'security', 'cek', 'nya', 'yanh', 'gambar', 'kuda', 'tidak', 'jelas', 'dicoba', 'selalu', 'gagal', 'padahal', 'sudah', 'sesuai', 'arahan', 'dan', 'benar', 'blokkk']","['aplikasi', 'sampah', 'banget', 'loh', 'coba', 'login', 'akun', 'terkendala', 'proses', 'verif', 'security', 'cek', 'nya', 'yanh', 'gambar', 'kuda', 'tidak', 'dicoba', 'gagal', 'sesuai', 'arahan', 'blokkk']",33,22,11,aplikasi sampah banget loh coba login akun kendala proses verif security cek nya yanh gambar kuda tidak coba gagal sesuai arah blokkk,22,22
Aku kesulitan untuk mereset paswordku... aplikasinya terus saja meminta foto personaku... sudah di berikan tetap saja tidak bisa login...,negatif,2024-07-23,2024,aku kesulitan untuk mereset paswordku aplikasinya terus saja meminta foto personaku sudah di berikan tetap saja tidak bisa login,19,19,aku kesulitan untuk mereset paswordku aplikasi nya terus saja meminta foto personaku sudah di berikan tetap saja tidak bisa login,19,20,"['aku', 'kesulitan', 'untuk', 'mereset', 'paswordku', 'aplikasi', 'nya', 'terus', 'saja', 'meminta', 'foto', 'personaku', 'sudah', 'di', 'berikan', 'tetap', 'saja', 'tidak', 'bisa', 'login']","['kesulitan', 'mereset', 'paswordku', 'aplikasi', 'nya', 'foto', 'personaku', 'tidak', 'login']",20,9,11,sulit mereset paswordku aplikasi nya foto persona tidak login,9,9
"kena verifikasinya musti make gambar sih iya klo langsung bener lah ini susah, salah jawab mulu knp ngga pake verifikasi dari SMS ato WA lebih gampang, ngeribetin anjir",negatif,2024-08-19,2024,kena verifikasinya musti make gambar sih iya klo langsung bener lah ini susah salah jawab mulu knp ngga pake verifikasi dari sms ato wa lebih gampang ngeribetin anjir,28,28,kena verifikasinya mesti make gambar sih iya kalau langsung benar lah ini susah salah jawab mulu kenapa tidak pakai verifikasi dari sms atau whatsapp lebih gampang ngeribetin anjir,28,28,"['kena', 'verifikasinya', 'mesti', 'make', 'gambar', 'sih', 'iya', 'kalau', 'langsung', 'benar', 'lah', 'ini', 'susah', 'salah', 'jawab', 'mulu', 'kenapa', 'tidak', 'pakai', 'verifikasi', 'dari', 'sms', 'atau', 'whatsapp', 'lebih', 'gampang', 'ngeribetin', 'anjir']","['kena', 'verifikasinya', 'mesti', 'make', 'gambar', 'sih', 'iya', 'langsung', 'susah', 'salah', 'mulu', 'tidak', 'pakai', 'verifikasi', 'sms', 'whatsapp', 'gampang', 'ngeribetin', 'anjir']",28,19,9,kena verifikasi mesti make gambar sih iya langsung susah salah mulu tidak pakai verifikasi sms whatsapp gampang ngeribetin anjir,19,19
"Ribet amat kalo mo masuk verivikasi manusia atau bukan! Udah jelas2 bisa masuk , pilih masuk lewat google pasti manusialah!! Ribet apk ini!!!",negatif,2024-08-03,2024,ribet amat kalo mo masuk verivikasi manusia atau bukan udah jelas bisa masuk pilih masuk lewat google pasti manusialah ribet apk ini,23,22,rumit amat kalau mau masuk verivikasi manusia atau bukan sudah jelas bisa masuk pilih masuk lewat google pasti manusialah rumit aplikasi ini,22,22,"['rumit', 'amat', 'kalau', 'mau', 'masuk', 'verivikasi', 'manusia', 'atau', 'bukan', 'sudah', 'jelas', 'bisa', 'masuk', 'pilih', 'masuk', 'lewat', 'google', 'pasti', 'manusialah', 'rumit', 'aplikasi', 'ini']","['rumit', 'masuk', 'verivikasi', 'manusia', 'masuk', 'pilih', 'masuk', 'google', 'manusialah', 'rumit', 'aplikasi']",22,11,11,rumit masuk verivikasi manusia masuk pilih masuk google manusia rumit aplikasi,11,11
"Terlalu sulit untuk login di HP lain. Selalu aja pemeriksaan captcha, padahal selalu benar.",negatif,2024-07-30,2024,terlalu sulit untuk login di hp lain selalu aja pemeriksaan captcha padahal selalu benar,14,14,terlalu sulit untuk login di handphone lain selalu saja pemeriksaan captcha padahal selalu benar,14,14,"['terlalu', 'sulit', 'untuk', 'login', 'di', 'handphone', 'lain', 'selalu', 'saja', 'pemeriksaan', 'captcha', 'padahal', 'selalu', 'benar']","['sulit', 'login', 'handphone', 'pemeriksaan', 'captcha']",14,5,9,sulit login handphone periksa captcha,5,5
